character,pose,prior_status,priority,reason_summary,review_note
restorer,16,FAIL,identity-critical,"Major accessory/wardrobe drift: the prominent mechanical forearm and hand are not established by the approved reference. | An unrequested holstered device is present on the thigh. | Faction chest emblem differs from the reference by adding a conspicuous letter C. | Identity, hair, coat palette, and defensive stance otherwise read clearly.",review existing PNG before retry
restorer,17,FAIL,identity-critical,"Major accessory/anatomy drift: candidate has an elaborate mechanical right forearm and hand not present in the approved master reference. | Facial identity drifts through added chin facial hair and a harsher, more mature facial structure. | Requested concerned expression and hand-near-chest pose are readable, but canonical identity consistency fails.",review existing PNG before retry
restorer,18,FAIL,identity-critical,"Requested pose requires fists set, but the cybernetic right hand is visibly open/relaxed rather than clenched.",review existing PNG before retry
restorer,19,FAIL,identity-critical,Canonical dark vertical facial markings beneath the eyes are missing. | Unapproved exposed cybernetic forearm/hand causes major anatomy and accessory drift from the master reference. | Facial geometry and softer expression do not fully preserve the sharper canonical identity.,review existing PNG before retry
restorer,23,FAIL,identity-critical,"Unapproved mechanical right arm/hand causes major anatomy and accessory drift from the canonical humanized design. | Eye color appears amber/gold rather than the reference's dark eyes. | Surprised pose and expression are clearly readable, but canonical identity consistency is not preserved.",review existing PNG before retry
restorer,27,FAIL,identity-critical,"Canonical wardrobe/accessory drift: the candidate adds an unapproved cybernetic right hand and forearm device. | The oversized back emblem is not established by the approved master reference and substantially alters the coat design. | The dynamic turning pose is readable, but the signature front lapel, pocket-emblem, and patterned black underlayer details are obscured or replaced.",review existing PNG before retry
restorer,28,FAIL,identity-critical,No object is present for the character to reach toward. | The forward palm reads as an assertive projection gesture rather than careful reaching. | The prominent cybernetic glove appears to be an unverified accessory absent from the canonical reference.,review existing PNG before retry
restorer,29,FAIL,identity-critical,"Requested back-to-back ready stance is not clearly readable; the character is in a relaxed three-quarter fashion pose with one hand in a pocket. | Identity and canonical styling largely match the approved reference, but pose compliance is mandatory.",review existing PNG before retry
restorer,30,FAIL,identity-critical,"Major accessory drift: the extended arm has an elaborate cybernetic gauntlet absent from the approved reference. | Faction chest emblem differs from the canonical blue-diamond insignia, including an unapproved prominent letter C. | Signature peacock/restoration identifiers are reduced or replaced by generic teal energy, weakening canonical ability readability.",review existing PNG before retry
restorer,31,FAIL,identity-critical,"Large cybernetic left arm is not established in the canonical reference and constitutes major anatomy/accessory drift. | Requested natural laughing expression is clear, and the hair, face, coat, emblem, and teal/peacock styling otherwise align closely.",review existing PNG before retry
restorer,32,FAIL,identity-critical,"Unapproved cybernetic forearm/gauntlet significantly drifts from the canonical wardrobe and accessories. | Chest emblem is altered with a prominent 'C' instead of the canonical gem-like insignia. | Requested whispering pose is clear, but identity-lock accessory and emblem mismatches require failure.",review existing PNG before retry
restorer,33,FAIL,identity-critical,"Faction badge drifts from the canonical teal diamond/gold emblem into a large shield marked with a prominent 'C'. | Unapproved cybernetic forearm/gauntlet is a major accessory and anatomy drift absent from the master reference. | Pose and proud expression are readable, and the face, hair, white coat, and teal/peacock styling otherwise match closely.",review existing PNG before retry
restorer,35,FAIL,identity-critical,"Unrequested cybernetic gauntlet and holographic interface introduce accessory/prop drift from the canonical reference. | Chest emblem appears altered with a prominent letterform not established in the master reference. | Identity, wardrobe palette, hairstyle, expression, and action-ready pose otherwise match closely.",review existing PNG before retry
restorer,36,FAIL,identity-critical,"Requested one-foot balance is unclear because the supporting foot is visibly suspended, making the character appear airborne. | Canonical chest emblem has drifted into a prominent letter 'C' rather than the approved gem-like insignia. | Unapproved cybernetic right forearm is a major anatomy/accessory deviation from the master reference.",review existing PNG before retry
restorer,38,FAIL,identity-critical,"Requested silhouette view is not satisfied; the character is fully lit with clearly visible facial, wardrobe, and surface details. | Low-angle camera angle and canonical identity/wardrobe are otherwise consistent with the master reference.",review existing PNG before retry
restorer,39,FAIL,identity-critical,"Unapproved cybernetic left forearm/hand is a major anatomy and accessory drift from the humanized canonical reference. | Canonical peacock identifier is absent or replaced by the prosthetic design. | Chest emblem drifts from the approved reference by adding a prominent letter-like ""C"". | Pose, face, hair, coat, palette, and presenting expression otherwise match closely.",review existing PNG before retry
restorer,40,FAIL,identity-critical,"Prominent technological forearm gauntlet is not present in the canonical master and constitutes accessory/prop drift. | Chest emblem design appears altered from the canonical blue-gem insignia. | Pose, face, hair, coat, peacock cues, and footwear otherwise closely match the reference.",review existing PNG before retry
hacker,1,FAIL,identity-critical,Required RED ear LED is absent. | Faction emblem drifts from the canonical plain hexagonal mark by adding a prominent C-shaped symbol. | Large cybernetic right arm/hand is not supported by the approved reference and constitutes accessory/body-design drift.,superseded LED criterion; reassess against humanized master
hacker,2,FAIL,identity-critical,"Required signature RED ear LED is missing; the visible ear has no red LED. | Core identity, black-and-blue techwear, hairstyle, and three-quarter-left pose otherwise align with the canonical reference.",superseded LED criterion; reassess against humanized master
hacker,3,FAIL,identity-critical,Requested three-quarter view facing right is incorrect; the character faces left. | Canonical RED ear LED is missing or rendered blue.,superseded LED criterion; reassess against humanized master
hacker,4,FAIL,identity-critical,"Required RED ear LED is absent; the visible ear has no red identifier. | Eye appearance is darker than the canonical light blue-gray eyes. | Chest emblem center and some circuitry details drift from the approved reference, despite the left-facing profile and overall Hacker styling being recognizable.",superseded LED criterion; reassess against humanized master
hacker,5,FAIL,identity-critical,"Required red ear LED is absent; visible cyber accents are blue only. | Eye appears dark brown rather than the canonical pale blue-gray. | Canonical hexagonal chest emblem has drifted to the sleeve, while the chest carries a different symbol.",superseded LED criterion; reassess against humanized master
hacker,6,FAIL,identity-critical,"Required RED ear LED is missing; visible ear details are blue/neutral. | Canonical hexagonal faction emblem has drifted from the chest to the upper sleeve. | Requested back view with slight over-shoulder look is clear, but signature accessory/wardrobe details do not fully match the master reference.",superseded LED criterion; reassess against humanized master
hacker,7,FAIL,identity-critical,Required RED ear LED is absent; visible ear accent is blue. | Chest emblem drifts from the canonical plain hexagonal insignia by adding a prominent inner 'C'. | Large cybernetic forearm gauntlet and thigh gear introduce noncanonical accessory/wardrobe drift.,superseded LED criterion; reassess against humanized master
hacker,8,FAIL,identity-critical,Required RED ear LED is missing; the visible ear accessory is not red. | Chest emblem drifts from the canonical plain dark-centered hexagon by adding a prominent gold 'C' symbol.,superseded LED criterion; reassess against humanized master
hacker,9,FAIL,identity-critical,Required RED ear LED is absent; visible ear accents are blue/cyan. | Bulky cybernetic forearm and hand introduce accessory/wardrobe drift from the canonical reference.,superseded LED criterion; reassess against humanized master
hacker,10,FAIL,identity-critical,"Required RED ear LED is absent or rendered blue/dark. | Identity, wardrobe, cyber accents, and left-pointing pose otherwise closely match the canonical reference.",superseded LED criterion; reassess against humanized master
hacker,11,FAIL,identity-critical,"Required RED ear LED is absent; visible ear detail is blue/black. | Chest faction emblem drifts from the canonical cyan outlined hexagon to a gold C-shaped badge. | Requested right-pointing pose is clear, but signature identity details are not preserved.",superseded LED criterion; reassess against humanized master
hacker,12,FAIL,identity-critical,"Required RED ear LED is absent; the visible ear accent is blue/dark. | Chest emblem drifts from the canonical plain hexagonal identifier by adding a prominent letter ""C"".",superseded LED criterion; reassess against humanized master
hacker,13,FAIL,identity-critical,"Required red ear LED is absent or incorrectly blue. | Chest faction emblem has drifted to a gold 'C' badge instead of the canonical cyan-outlined hexagonal mark. | Hands-on-hips pose is clear and overall identity is close, but signature-identifier errors require failure.",superseded LED criterion; reassess against humanized master
hacker,14,FAIL,identity-critical,Required RED ear LED is absent; visible accents are cyan/blue. | Chest faction emblem drifts from the canonical plain dark-centered hexagon to a C-like symbol. | Large cybernetic forearm gauntlet is not established by the approved reference and causes accessory/wardrobe drift. | Requested thoughtful hand-at-chin pose and expression are clearly readable.,superseded LED criterion; reassess against humanized master
hacker,15,FAIL,identity-critical,"Required RED ear LED is missing; visible ear accessories are dark/blue. | Large cybernetic right forearm/hand is a significant accessory/anatomy drift from the approved reference. | Requested close inspection of a collectible is clearly readable, but signature-identifier drift requires failure.",superseded LED criterion; reassess against humanized master
hacker,16,FAIL,identity-critical,"Required RED ear LED is absent. | Chest faction emblem differs from the canonical reference, with an added gold C-like mark. | Oversized cybernetic forearm/hand introduces notable accessory and silhouette drift from the approved identity.",superseded LED criterion; reassess against humanized master
hacker,17,FAIL,identity-critical,"Required RED ear LED is missing or rendered blue; this signature identifier is not retained. | Otherwise, identity, black-and-blue techwear, hand-near-chest pose, and concerned expression closely match the canonical reference.",superseded LED criterion; reassess against humanized master
hacker,18,FAIL,identity-critical,Required RED ear LED is absent; visible ear/cyber accents are blue. | Faction chest emblem drifts from the canonical plain dark-centered hexagon to a gold 'C' badge. | Large illuminated forearm gauntlet is an unapproved accessory/design drift from the master reference.,superseded LED criterion; reassess against humanized master
hacker,19,FAIL,identity-critical,Required RED ear LED is missing; visible ear accents are blue/neutral. | Chest faction emblem drifts from the canonical plain dark hexagon by adding a prominent C-like glyph. | Large cybernetic forearm/hand device is an unapproved accessory and significant wardrobe-detail drift.,superseded LED criterion; reassess against humanized master
hacker,20,FAIL,identity-critical,"Required RED ear LED is absent; the visible ear has a pale/cyan stud. | Large exposed cybernetic right arm and hand are not present in the canonical reference and constitute major identity/accessory drift. | Requested relaxed seated pose is clear, but canonical asymmetric design is not preserved.",superseded LED criterion; reassess against humanized master
hacker,21,FAIL,identity-critical,"Required RED ear LED is absent; visible ear detailing is blue. | Chest faction emblem drifts from the canonical plain hexagonal mark to a lettered C-like symbol. | Requested upward gaze and focused expression are clear, but signature-identifier drift requires failure.",superseded LED criterion; reassess against humanized master
hacker,22,FAIL,identity-critical,"Required RED ear LED is absent; the visible ear area has only blue cyber accents. | Otherwise, identity, wardrobe, circuitry, footwear, prop, and downward-looking pose closely match the canonical reference.",superseded LED criterion; reassess against humanized master
hacker,23,FAIL,identity-critical,"Required RED ear LED is missing; the visible ear accent is blue. | Major accessory/anatomy drift: the candidate has an extensive cybernetic right-side arm and hand not established by the canonical reference. | Chest emblem differs from the canonical dark-centered hexagonal identifier. | Surprised pose and expression are readable, but identity-lock violations require failure.",superseded LED criterion; reassess against humanized master
hacker,24,FAIL,identity-critical,"Required RED ear LED is absent or incorrectly blue. | Faction/chest emblem drifts from the canonical plain hexagonal design by adding a prominent C-like mark. | Requested confident smile is clear, but signature-identifier drift requires failure.",superseded LED criterion; reassess against humanized master
hacker,25,FAIL,identity-critical,"Required RED ear LED is missing; visible ear/temple accents are blue. | Chest faction emblem drifts from the canonical plain dark hexagonal mark to a gold letter 'C'. | Large forearm tech gauntlet is not supported by the approved reference and constitutes accessory drift. | Serious focused expression is readable, but signature-identifier mismatches require failure.",superseded LED criterion; reassess against humanized master
hacker,26,FAIL,identity-critical,"Required RED ear LED is absent; the visible ear accessory is blue. | The forward lean is present, but he appears to gesture toward an empty hand rather than clearly inspect something. | Chest emblem and garment detailing drift from the simpler canonical design.",superseded LED criterion; reassess against humanized master
hacker,27,FAIL,identity-critical,"Required RED ear LED is missing; visible accents near the ear are blue. | Major accessory/wardrobe drift: the right forearm and hand are heavily cybernetic with an unrequested energy effect. | Faction emblem differs from the canonical cyan hexagonal identifier, using an orange-centered sleeve badge. | Dynamic turn/spin pose is readable, but signature identity details are not preserved.",superseded LED criterion; reassess against humanized master
hacker,28,FAIL,identity-critical,"No object is present, so the requested action of carefully reaching toward an object is not clearly readable. | Canonical RED ear LED is missing; the visible ear has a dark stud instead. | The fully cybernetic left forearm/hand is a significant accessory and anatomy drift from the approved reference.",superseded LED criterion; reassess against humanized master
hacker,29,FAIL,identity-critical,Required RED ear LED is absent/blue. | Canonical neck headphones are missing. | Faction emblem drifts to an orange 'C' instead of the approved plain hexagonal mark. | Added cybernetic glove/hand accessory is not present in the master reference.,superseded LED criterion; reassess against humanized master
hacker,30,FAIL,identity-critical,"Required RED ear LED is missing; the visible ear implant/accent is blue. | Chest emblem drifts from the approved reference by adding a prominent 'C' glyph. | Identity and techwear otherwise match closely, and the active ability pose is readable with a restrained digital energy effect.",superseded LED criterion; reassess against humanized master
hacker,31,FAIL,identity-critical,"Required RED ear LED is missing or incorrectly rendered blue. | Prominent cybernetic forearm/hand armor appears to drift from the canonical reference accessories. | Laughing pose and core facial, hair, techwear, circuitry, and emblem identity otherwise read clearly.",superseded LED criterion; reassess against humanized master
hacker,32,FAIL,identity-critical,"Required RED ear LED is absent; visible cyber accents near the ear are blue. | Chest emblem drifts from the canonical cyan-outlined dark hexagon, adding a prominent white inner ring.",superseded LED criterion; reassess against humanized master
hacker,33,FAIL,identity-critical,Required RED ear LED is absent; visible ear accents are blue. | Displayed gold 'C' badge does not match the canonical dark-centered cyan hexagonal faction emblem. | Wardrobe/accessory design drifts with an added large wrist interface and altered chest-emblem placement.,superseded LED criterion; reassess against humanized master
hacker,34,FAIL,identity-critical,"Required RED ear LED is missing; visible ear-area accents are blue. | Protective hand gesture and worried expression are readable, and core identity/wardrobe otherwise closely match the reference.",superseded LED criterion; reassess against humanized master
hacker,35,FAIL,identity-critical,"Required red ear LED is absent. | Chest faction emblem drifts from the canonical plain hexagonal identifier by adding a prominent 'C'. | Unrequested holographic energy construct appears on the extended hand. | Pose and expression are action-ready, but signature accessory/design mismatches require failure.",superseded LED criterion; reassess against humanized master
hacker,36,FAIL,identity-critical,"Required RED ear LED is missing or rendered blue; signature identifier color is incorrect. | Otherwise, canonical identity, wardrobe, blue circuitry, emblem, footwear, and one-foot balancing pose are clearly preserved.",superseded LED criterion; reassess against humanized master
hacker,37,FAIL,identity-critical,"Required RED ear LED is absent; the visible ear area has only blue cyber detailing. | The reclining pose is clear and the core identity, hair, facial geometry, black techwear, blue circuitry, emblem, and footwear otherwise align closely with the reference.",superseded LED criterion; reassess against humanized master
hacker,38,FAIL,identity-critical,Requested silhouette view is not delivered; character is fully illuminated and detailed against a white background. | Required RED ear LED is absent; visible cyber accents near the ear are blue. | Low camera angle and most canonical identity/wardrobe traits otherwise match the reference.,superseded LED criterion; reassess against humanized master
hacker,39,FAIL,identity-critical,Required RED ear LED is missing or incorrectly blue. | Large cybernetic right forearm/hand is an unapproved accessory and wardrobe drift from the canonical hoodie design. | Requested arms-spread presenting pose and core facial/hair identity are otherwise readable.,superseded LED criterion; reassess against humanized master
hacker,40,FAIL,identity-critical,"Required RED ear LED is missing; visible ear details are blue/neutral. | Large powered cybernetic forearm/gauntlet is not established by the canonical reference and constitutes accessory/wardrobe drift. | Landing/power pose, core facial identity, hair, circuitry, black-blue techwear, and chest emblem otherwise read clearly.",superseded LED criterion; reassess against humanized master
